0,0,0
248,286,1
384,419,2
499,533,3
599,642,4
731,783,1
856,895,2
1018,1060,3
1133,1170,4
1236,1277,1
1330,1370,2
1439,1480,3
1570,1616,4
1673,1751,1
1807,1846,2
1920,1963,3
2026,2064,4
2170,2209,1
2281,2319,2
2370,2412,3
2461,2505,4
2606,2653,1
2750,2803,2
2990,3028,3
3098,3133,4
3234,3276,1
3367,3397,2
3483,3517,3
3635,3669,4
3741,3781,1
3912,3941,2
4049,4123,3
4179,4218,4
4317,4352,1
4443,4482,2
4554,4604,3
4694,4738,4
4811,4865,1
4936,4972,2
5040,5097,3
5175,5212,4
