0,0,0
298,339,1
490,547,2
693,765,3
949,1019,4
1125,1241,1
1329,1405,2
1528,1673,3
1902,1996,4
2113,2167,1
2251,2348,2
2483,2514,3
2621,2682,4
2751,2849,1
2904,3043,2
3118,3207,3
3320,3398,4
3467,3597,1
3657,3833,2
3876,4009,3
4102,4213,4
4303,4352,1
4437,4494,2
4657,4716,3
4827,4868,4
4985,5040,1
5122,5156,2
5240,5285,3
5348,5482,4
5587,5660,1
5764,5799,2
5853,5997,3
6128,6163,4
6327,6427,1
6633,6664,2
6731,6799,3
6905,6956,4
7036,7216,1
7332,7584,2
7675,7878,3
8013,8089,4
